,Unnamed: 0,id,train_seed,test_seed,train_size,test_size,v,target_tree_size,source_tree_size,epochs,decay_factor,alpha_0,test_rmse,setting_id,rank,total_rank
837,185,185.0,1.0,1.0,317.0,424.0,0.07,1.0,3.0,600.0,0.97,1.0,3.8304318333378062,666,38,440
287,25,25.0,1.0,1.0,127.0,424.0,0.07,1.0,3.0,600.0,0.97,1.0,4.223055006151986,666,288,440
803,182,182.0,1.0,1.0,317.0,424.0,0.07,1.0,3.0,400.0,0.993,1.0,3.789206524250072,663,4,440
2480,505,505.0,1.0,1.0,953.0,424.0,0.07,1.0,3.0,600.0,0.97,1.0,3.68779277059953,666,81,440
1669,342,342.0,1.0,1.0,635.0,424.0,0.07,1.0,3.0,400.0,0.993,1.0,3.725869091025224,663,70,440
2546,502,502.0,1.0,1.0,953.0,424.0,0.07,1.0,3.0,400.0,0.993,1.0,3.7032741843412738,663,147,440
293,16,16.0,1.0,1.0,127.0,424.0,0.07,1.0,2.0,600.0,0.99,1.0,4.228106295070739,657,294,456
1606,336,336.0,1.0,1.0,635.0,424.0,0.07,1.0,2.0,600.0,0.99,1.0,3.6915067075696513,657,7,456
2469,496,496.0,1.0,1.0,953.0,424.0,0.07,1.0,2.0,600.0,0.99,1.0,3.684646467919837,657,70,456
884,176,176.0,1.0,1.0,317.0,424.0,0.07,1.0,2.0,600.0,0.99,1.0,3.855352707218644,657,85,456
955,318,318.0,1.0,1.0,317.0,424.0,0.007,4.0,4.0,600.0,0.995,1.0,3.878254384218198,319,156,463
70,158,158.0,1.0,1.0,127.0,424.0,0.007,4.0,4.0,600.0,0.995,1.0,4.073316775649771,319,71,463
2614,638,638.0,1.0,1.0,953.0,424.0,0.007,4.0,4.0,600.0,0.995,1.0,3.722313422650197,319,215,463
1620,478,478.0,1.0,1.0,635.0,424.0,0.007,4.0,4.0,600.0,0.995,1.0,3.7033514826509903,319,21,463
1648,466,466.0,1.0,1.0,635.0,424.0,0.007,4.0,3.0,600.0,0.99,1.0,3.719968256284369,307,49,476
56,146,146.0,1.0,1.0,127.0,424.0,0.007,4.0,3.0,600.0,0.99,1.0,4.065884257749229,307,57,476
947,306,306.0,1.0,1.0,317.0,424.0,0.007,4.0,3.0,600.0,0.99,1.0,3.8753973788078926,307,148,476
2621,626,626.0,1.0,1.0,953.0,424.0,0.007,4.0,3.0,600.0,0.99,1.0,3.723894922133176,307,222,476
72,27,27.0,1.0,1.0,127.0,424.0,0.03,1.0,3.0,600.0,0.993,1.0,4.073855900269062,508,73,479
812,187,187.0,1.0,1.0,317.0,424.0,0.03,1.0,3.0,600.0,0.993,1.0,3.808468108055526,508,13,479
