,id,train_seed,test_seed,train_size,test_size,v,tree_size,epochs,test_rmse,setting_id,rank,total_rank
628,654.0,1.0,1.0,953.0,424.0,0.01,2.0,600.0,1.261538501065702,79,53,248
624,676.0,1.0,1.0,953.0,424.0,0.03,2.0,200.0,1.260722844853389,101,49,248
56,100.0,1.0,1.0,127.0,424.0,0.03,2.0,200.0,1.8366658370296929,101,57,248
862,868.0,1.0,1.0,1258.0,424.0,0.03,2.0,200.0,1.2504376606122105,101,95,248
192,292.0,1.0,1.0,317.0,424.0,0.03,2.0,200.0,1.3471699667338928,101,1,248
55,78.0,1.0,1.0,127.0,424.0,0.01,2.0,600.0,1.830744798753972,79,56,248
423,462.0,1.0,1.0,635.0,424.0,0.01,2.0,600.0,1.2966597559141402,79,40,248
863,846.0,1.0,1.0,1258.0,424.0,0.01,2.0,600.0,1.2509739764772536,79,96,248
429,484.0,1.0,1.0,635.0,424.0,0.03,2.0,200.0,1.298111096986176,101,46,248
420,489.0,1.0,1.0,635.0,424.0,0.03,3.0,400.0,1.2957630930082298,106,37,249
265,297.0,1.0,1.0,317.0,424.0,0.03,3.0,400.0,1.3907948939531904,106,74,249
780,873.0,1.0,1.0,1258.0,424.0,0.03,3.0,400.0,1.2211445538916588,106,13,249
96,105.0,1.0,1.0,127.0,424.0,0.03,3.0,400.0,1.900939130486381,106,97,249
603,681.0,1.0,1.0,953.0,424.0,0.03,3.0,400.0,1.2564846293656151,106,28,249
586,678.0,1.0,1.0,953.0,424.0,0.03,2.0,600.0,1.2520899983890397,103,11,252
244,294.0,1.0,1.0,317.0,424.0,0.03,2.0,600.0,1.3778749535916766,103,53,252
445,486.0,1.0,1.0,635.0,424.0,0.03,2.0,600.0,1.3019742633236149,103,62,252
102,102.0,1.0,1.0,127.0,424.0,0.03,2.0,600.0,1.913378034718389,103,103,252
790,870.0,1.0,1.0,1258.0,424.0,0.03,2.0,600.0,1.2278382782237225,103,23,252
872,806.0,1.0,1.0,1258.0,424.0,0.005,4.0,600.0,1.255720137488411,39,105,255
417,422.0,1.0,1.0,635.0,424.0,0.005,4.0,600.0,1.293873030128026,39,34,255
29,38.0,1.0,1.0,127.0,424.0,0.005,4.0,600.0,1.777340736679967,39,30,255
652,614.0,1.0,1.0,953.0,424.0,0.005,4.0,600.0,1.2703511851850755,39,77,255
200,230.0,1.0,1.0,317.0,424.0,0.005,4.0,600.0,1.3528587422178753,39,9,255
93,109.0,1.0,1.0,127.0,424.0,0.03,4.0,400.0,1.8972523122899096,110,94,259
768,877.0,1.0,1.0,1258.0,424.0,0.03,4.0,400.0,1.20873767472019,110,1,259
799,859.0,1.0,1.0,1258.0,424.0,0.01,5.0,800.0,1.2291704338531124,92,32,259
267,283.0,1.0,1.0,317.0,424.0,0.01,5.0,800.0,1.3954607651115771,92,76,259
273,301.0,1.0,1.0,317.0,424.0,0.03,4.0,400.0,1.4047971511147537,110,82,259
614,685.0,1.0,1.0,953.0,424.0,0.03,4.0,400.0,1.2583161290735905,110,39,259
617,667.0,1.0,1.0,953.0,424.0,0.01,5.0,800.0,1.259022588896351,92,42,259
415,475.0,1.0,1.0,635.0,424.0,0.01,5.0,800.0,1.2935953296742757,92,32,259
76,91.0,1.0,1.0,127.0,424.0,0.01,5.0,800.0,1.864204410723422,92,77,259
426,493.0,1.0,1.0,635.0,424.0,0.03,4.0,400.0,1.297156764301705,110,43,259
32,46.0,1.0,1.0,127.0,424.0,0.005,6.0,600.0,1.778087478334479,47,33,262
411,430.0,1.0,1.0,635.0,424.0,0.005,6.0,600.0,1.2928741876640768,47,28,262
654,622.0,1.0,1.0,953.0,424.0,0.005,6.0,600.0,1.270936741578663,47,79,262
207,238.0,1.0,1.0,317.0,424.0,0.005,6.0,600.0,1.3563779902890227,47,16,262
873,814.0,1.0,1.0,1258.0,424.0,0.005,6.0,600.0,1.2570550049107725,47,106,262
53,55.0,1.0,1.0,127.0,424.0,0.007,2.0,800.0,1.826522425673824,56,54,266
193,247.0,1.0,1.0,317.0,424.0,0.007,2.0,800.0,1.34814190630191,56,2,266
868,823.0,1.0,1.0,1258.0,424.0,0.007,2.0,800.0,1.2539230165809268,56,101,266
635,631.0,1.0,1.0,953.0,424.0,0.007,2.0,800.0,1.2638618457454758,56,60,266
432,439.0,1.0,1.0,635.0,424.0,0.007,2.0,800.0,1.298651346155108,56,49,266
414,507.0,1.0,1.0,635.0,424.0,0.05,1.0,800.0,1.2932385813205227,124,31,268
820,891.0,1.0,1.0,1258.0,424.0,0.05,1.0,800.0,1.2341511262014062,124,53,268
108,123.0,1.0,1.0,127.0,424.0,0.05,1.0,800.0,1.9358400308159325,124,109,268
256,315.0,1.0,1.0,317.0,424.0,0.05,1.0,800.0,1.382928988693537,124,65,268
585,699.0,1.0,1.0,953.0,424.0,0.05,1.0,800.0,1.2514985097218037,124,10,268
31,42.0,1.0,1.0,127.0,424.0,0.005,5.0,600.0,1.7775734072737843,43,32,270
274,344.0,1.0,1.0,317.0,424.0,0.07,3.0,200.0,1.4050468717416322,153,83,270
630,728.0,1.0,1.0,953.0,424.0,0.07,3.0,200.0,1.2623163760282614,153,55,270
210,234.0,1.0,1.0,317.0,424.0,0.005,5.0,600.0,1.3579516002712608,43,19,270
878,810.0,1.0,1.0,1258.0,424.0,0.005,5.0,600.0,1.2588428279949213,43,111,270
406,426.0,1.0,1.0,635.0,424.0,0.005,5.0,600.0,1.292342851899307,43,23,270
410,536.0,1.0,1.0,635.0,424.0,0.07,3.0,200.0,1.292856953274946,153,27,270
771,920.0,1.0,1.0,1258.0,424.0,0.07,3.0,200.0,1.2138622072903051,153,4,270
660,618.0,1.0,1.0,953.0,424.0,0.005,5.0,600.0,1.2741163583837705,43,85,270
100,152.0,1.0,1.0,127.0,424.0,0.07,3.0,200.0,1.9133128249047064,153,101,270
264,361.0,1.0,1.0,317.0,424.0,0.1,1.0,400.0,1.3907286034998616,170,73,276
407,553.0,1.0,1.0,635.0,424.0,0.1,1.0,400.0,1.2925675249304769,170,24,276
578,745.0,1.0,1.0,953.0,424.0,0.1,1.0,400.0,1.244085799070089,170,3,276
99,169.0,1.0,1.0,127.0,424.0,0.1,1.0,400.0,1.9129925382143065,170,100,276
843,937.0,1.0,1.0,1258.0,424.0,0.1,1.0,400.0,1.2397823051302004,170,76,276
106,125.0,1.0,1.0,127.0,424.0,0.05,2.0,400.0,1.9188678595525064,126,107,286
784,893.0,1.0,1.0,1258.0,424.0,0.05,2.0,400.0,1.2235367461809274,126,17,286
591,701.0,1.0,1.0,953.0,424.0,0.05,2.0,400.0,1.253703969937361,126,16,286
460,509.0,1.0,1.0,635.0,424.0,0.05,2.0,400.0,1.306089541184322,126,77,286
260,317.0,1.0,1.0,317.0,424.0,0.05,2.0,400.0,1.3869394594129565,126,69,286
409,554.0,1.0,1.0,635.0,424.0,0.1,1.0,600.0,1.2928086043568958,171,26,290
269,362.0,1.0,1.0,317.0,424.0,0.1,1.0,600.0,1.3975022777391262,171,78,290
118,170.0,1.0,1.0,127.0,424.0,0.1,1.0,600.0,1.9550395924560489,171,119,290
833,938.0,1.0,1.0,1258.0,424.0,0.1,1.0,600.0,1.2373552480317778,171,66,290
576,746.0,1.0,1.0,953.0,424.0,0.1,1.0,600.0,1.2414668568880736,171,1,290
808,863.0,1.0,1.0,1258.0,424.0,0.01,6.0,800.0,1.2313837290069345,96,41,292
74,95.0,1.0,1.0,127.0,424.0,0.01,6.0,800.0,1.8639937543573903,96,75,292
611,671.0,1.0,1.0,953.0,424.0,0.01,6.0,800.0,1.2579196875040013,96,36,292
446,479.0,1.0,1.0,635.0,424.0,0.01,6.0,800.0,1.302210826854994,96,63,292
268,287.0,1.0,1.0,317.0,424.0,0.01,6.0,800.0,1.396228260215946,96,77,292
631,682.0,1.0,1.0,953.0,424.0,0.03,3.0,600.0,1.2627306641847376,107,56,299
277,298.0,1.0,1.0,317.0,424.0,0.03,3.0,600.0,1.4108241847829934,107,86,299
778,874.0,1.0,1.0,1258.0,424.0,0.03,3.0,600.0,1.2197652190149617,107,11,299
418,490.0,1.0,1.0,635.0,424.0,0.03,3.0,600.0,1.2949751185965432,107,35,299
110,106.0,1.0,1.0,127.0,424.0,0.03,3.0,600.0,1.940522406392155,107,111,299
882,829.0,1.0,1.0,1258.0,424.0,0.007,4.0,400.0,1.2658656438658833,62,115,301
675,637.0,1.0,1.0,953.0,424.0,0.007,4.0,400.0,1.2799543538675855,62,100,301
436,445.0,1.0,1.0,635.0,424.0,0.007,4.0,400.0,1.2996817541428394,62,53,301
20,61.0,1.0,1.0,127.0,424.0,0.007,4.0,400.0,1.7686151900584126,62,21,301
203,253.0,1.0,1.0,317.0,424.0,0.007,4.0,400.0,1.3546529956715287,62,12,301
248,314.0,1.0,1.0,317.0,424.0,0.05,1.0,600.0,1.3787946786139005,123,57,305
