,Unnamed: 0,id,train_seed,test_seed,train_size,test_size,v,target_tree_size,source_tree_size,epochs,decay_factor,alpha_0,test_rmse,setting_id,rank,total_rank
2495,619,619.0,1.0,1.0,953.0,424.0,0.03,4.0,2.0,600.0,0.997,1.0,1.2287660608044335,620,96,533
2606,492,492.0,1.0,1.0,953.0,424.0,0.07,1.0,2.0,400.0,0.993,1.0,1.2419385346552068,653,207,534
808,172,172.0,1.0,1.0,317.0,424.0,0.07,1.0,2.0,400.0,0.993,1.0,1.291499529156683,653,9,534
3420,652,652.0,1.0,1.0,1258.0,424.0,0.07,1.0,2.0,400.0,0.993,1.0,1.2265515169643235,653,221,534
1688,332,332.0,1.0,1.0,635.0,424.0,0.07,1.0,2.0,400.0,0.993,1.0,1.2805770395099871,653,89,534
7,12,12.0,1.0,1.0,127.0,424.0,0.07,1.0,2.0,400.0,0.993,1.0,1.4049856172326085,653,8,534
1672,339,339.0,1.0,1.0,635.0,424.0,0.03,1.0,2.0,600.0,0.997,1.0,1.2768725707600246,500,73,540
4,19,19.0,1.0,1.0,127.0,424.0,0.03,1.0,2.0,600.0,0.997,1.0,1.398004242188872,500,5,540
3475,659,659.0,1.0,1.0,1258.0,424.0,0.03,1.0,2.0,600.0,0.997,1.0,1.2363078143302737,500,276,540
806,179,179.0,1.0,1.0,317.0,424.0,0.03,1.0,2.0,600.0,0.997,1.0,1.2904491419686523,500,7,540
2578,499,499.0,1.0,1.0,953.0,424.0,0.03,1.0,2.0,600.0,0.997,1.0,1.2392819879114083,500,179,540
94,94,94.0,1.0,1.0,127.0,424.0,0.07,3.0,2.0,400.0,0.997,1.0,1.4503722754236583,735,95,541
1703,414,414.0,1.0,1.0,635.0,424.0,0.07,3.0,2.0,400.0,0.997,1.0,1.2835566954091904,735,104,541
3300,734,734.0,1.0,1.0,1258.0,424.0,0.07,3.0,2.0,400.0,0.997,1.0,1.2131003117576535,735,101,541
2584,574,574.0,1.0,1.0,953.0,424.0,0.07,3.0,2.0,400.0,0.997,1.0,1.2399132038853025,735,185,541
855,254,254.0,1.0,1.0,317.0,424.0,0.07,3.0,2.0,400.0,0.997,1.0,1.317146162854846,735,56,541
2473,554,554.0,1.0,1.0,953.0,424.0,0.03,2.0,4.0,400.0,0.997,1.0,1.225764419316493,555,74,549
46,74,74.0,1.0,1.0,127.0,424.0,0.03,2.0,4.0,400.0,0.997,1.0,1.4315427937152598,555,47,549
3278,714,714.0,1.0,1.0,1258.0,424.0,0.03,2.0,4.0,400.0,0.997,1.0,1.2109161542918567,555,79,549
896,234,234.0,1.0,1.0,317.0,424.0,0.03,2.0,4.0,400.0,0.997,1.0,1.3294363153102988,555,97,549
1851,394,394.0,1.0,1.0,635.0,424.0,0.03,2.0,4.0,400.0,0.997,1.0,1.317601261750654,555,252,549
2517,589,589.0,1.0,1.0,953.0,424.0,0.01,3.0,3.0,600.0,0.997,1.0,1.2312256771450614,430,118,559
13,109,109.0,1.0,1.0,127.0,424.0,0.01,3.0,3.0,600.0,0.997,1.0,1.4164309371625183,430,14,559
3426,749,749.0,1.0,1.0,1258.0,424.0,0.01,3.0,3.0,600.0,0.997,1.0,1.2272881826667903,430,227,559
1739,429,429.0,1.0,1.0,635.0,424.0,0.01,3.0,3.0,600.0,0.997,1.0,1.2892873004203,430,140,559
859,269,269.0,1.0,1.0,317.0,424.0,0.01,3.0,3.0,600.0,0.997,1.0,1.3206794684070244,430,60,559
2561,498,498.0,1.0,1.0,953.0,424.0,0.03,1.0,2.0,600.0,0.995,1.0,1.2371320210465124,499,162,563
1693,338,338.0,1.0,1.0,635.0,424.0,0.03,1.0,2.0,600.0,0.995,1.0,1.2813098117581698,499,94,563
