,id,train_seed,test_seed,train_size,test_size,v,tree_size,epochs,test_rmse,setting_id,rank,total_rank
399,504.0,1.0,1.0,635.0,424.0,0.05,1.0,200.0,31.3955597415317,121,16,248
827,913.0,1.0,1.0,1258.0,424.0,0.07,1.0,400.0,30.465398971789035,146,60,252
205,337.0,1.0,1.0,317.0,424.0,0.07,1.0,400.0,33.78247303968338,146,14,252
405,529.0,1.0,1.0,635.0,424.0,0.07,1.0,400.0,31.42369073826882,146,22,252
642,721.0,1.0,1.0,953.0,424.0,0.07,1.0,400.0,30.60135941478812,146,67,252
88,145.0,1.0,1.0,127.0,424.0,0.07,1.0,400.0,41.677720954033546,146,89,252
864,802.0,1.0,1.0,1258.0,424.0,0.005,3.0,600.0,30.98440430846214,35,97,253
12,34.0,1.0,1.0,127.0,424.0,0.005,3.0,600.0,40.234954155647294,35,13,253
420,418.0,1.0,1.0,635.0,424.0,0.005,3.0,600.0,31.722254382623213,35,37,253
664,610.0,1.0,1.0,953.0,424.0,0.005,3.0,600.0,30.856835154124088,35,89,253
208,226.0,1.0,1.0,317.0,424.0,0.005,3.0,600.0,33.79520428399693,35,17,253
90,169.0,1.0,1.0,127.0,424.0,0.1,1.0,400.0,41.80094625002022,170,91,257
809,937.0,1.0,1.0,1258.0,424.0,0.1,1.0,400.0,30.299680512424647,170,42,257
411,553.0,1.0,1.0,635.0,424.0,0.1,1.0,400.0,31.61130171316931,170,28,257
623,745.0,1.0,1.0,953.0,424.0,0.1,1.0,400.0,30.456575961771332,170,48,257
239,361.0,1.0,1.0,317.0,424.0,0.1,1.0,400.0,34.161909042428924,170,48,257
585,704.0,1.0,1.0,953.0,424.0,0.05,3.0,200.0,30.074852734507516,129,10,270
268,320.0,1.0,1.0,317.0,424.0,0.05,3.0,200.0,34.83435766034884,129,77,270
66,128.0,1.0,1.0,127.0,424.0,0.05,3.0,200.0,41.16423439268056,129,67,270
425,512.0,1.0,1.0,635.0,424.0,0.05,3.0,200.0,31.92019655305145,129,42,270
841,896.0,1.0,1.0,1258.0,424.0,0.05,3.0,200.0,30.63882675414526,129,74,270
243,294.0,1.0,1.0,317.0,424.0,0.03,2.0,600.0,34.21516106003938,103,52,276
788,870.0,1.0,1.0,1258.0,424.0,0.03,2.0,600.0,30.157759961393023,103,21,276
627,678.0,1.0,1.0,953.0,424.0,0.03,2.0,600.0,30.47669542521249,103,52,276
111,102.0,1.0,1.0,127.0,424.0,0.03,2.0,600.0,42.31300437902412,103,112,276
422,486.0,1.0,1.0,635.0,424.0,0.03,2.0,600.0,31.81111426896113,103,39,276
197,267.0,1.0,1.0,317.0,424.0,0.01,1.0,800.0,33.53909998062964,76,6,288
404,459.0,1.0,1.0,635.0,424.0,0.01,1.0,800.0,31.42087302469408,76,21,288
865,843.0,1.0,1.0,1258.0,424.0,0.01,1.0,800.0,30.99120779094926,76,98,288
668,651.0,1.0,1.0,953.0,424.0,0.01,1.0,800.0,30.88828494297286,76,93,288
69,75.0,1.0,1.0,127.0,424.0,0.01,1.0,800.0,41.39102060740942,76,70,288
652,722.0,1.0,1.0,953.0,424.0,0.07,1.0,600.0,30.6895633848264,147,77,296
601,689.0,1.0,1.0,953.0,424.0,0.03,5.0,400.0,30.275937956835637,114,26,296
780,881.0,1.0,1.0,1258.0,424.0,0.03,5.0,400.0,30.111406445678643,114,13,296
279,305.0,1.0,1.0,317.0,424.0,0.03,5.0,400.0,35.29598677017431,114,88,296
826,914.0,1.0,1.0,1258.0,424.0,0.07,1.0,600.0,30.46343202551613,147,59,296
225,338.0,1.0,1.0,317.0,424.0,0.07,1.0,600.0,33.9431396230412,147,34,296
409,530.0,1.0,1.0,635.0,424.0,0.07,1.0,600.0,31.562358399744756,147,26,296
481,497.0,1.0,1.0,635.0,424.0,0.03,5.0,400.0,33.13934287598027,114,98,296
99,146.0,1.0,1.0,127.0,424.0,0.07,1.0,600.0,42.03511331703354,147,100,296
70,113.0,1.0,1.0,127.0,424.0,0.03,5.0,400.0,41.4116476143236,114,71,296
